users,precision,recall,mape
7HmXaZ1C8--Mt4MyItJiqg,0.01,0.14285714285714285,0.8571428571428571
9KGSlYAYkI7xt1xrA4rrcQ,0.0,0.0,NaN
r45g57yPyLTnx2tFL-6VuQ,0.0,0.0,1.0
MVRQXweLZPK37BGOx0bxQQ,0.0,0.0,NaN
fOYLR_xEYjlPgM8RFSUDZA,0.04,0.25,0.75
bYyT9pUAS0M8EsHY6-7OSQ,0.01,1.0,0.0
sTcYq6goD1Fa2WS9MSkSvQ,0.03,0.14285714285714285,0.8571428571428571
vGkha82V8Y9fog6iddlTQA,0.0,0.0,NaN
P5sIeGBWQNBA2qBBCuQxhg,0.02,1.0,0.0
ANGEq9ts9_U3djtInnc7vQ,0.0,0.0,NaN
_gAkHiLDnucs_btDcJRcdQ,0.02,0.2,0.8
ACwN3HGetqPVhAgGKzdnsA,0.02,0.4,0.6
5V8eXkTJb6IejJkMDaj_Bw,0.0,0.0,NaN
btvuZJmh5j7P-maCM4RtHA,0.03,0.17647058823529413,0.8235294117647058
loG8W6cOsNFollQeGYO-Ew,0.0,0.0,NaN
XEcsxGwyIgeYApWghDfg_g,0.01,0.2,0.8
sFRnh5U0bfTe8Ox8PygjHg,0.0,0.0,NaN
w1TjcJ6itK7LC_IY61NQIQ,0.0,0.0,NaN
R6vb0FtmClhfwajs_AuusQ,0.0,0.0,1.0
DwIetk5y9m6AypCjPux6RQ,0.0,0.0,NaN
hrHy0S30UgjPy-dj1J4WNA,0.0,0.0,NaN
gfkqcA7y6HLCbOSO-bcvjQ,0.01,0.2,0.8
fi4H2W9n1ssXq6YuA0o04A,0.0,0.0,1.0
EEb3k_FXuvQH6drd9klMRg,0.02,0.2,0.8
_h7MvLhBZ3Tzu8wktuKlGA,0.0,0.0,NaN
pss82aEG-Vph5R0CKJJDLA,0.04,0.3076923076923077,0.6923076923076923
yoT5mQ0EeB40AAMi4ZIyTw,0.0,0.0,NaN
m07sy7eLtOjVdZ8oN9JKag,0.02,0.10526315789473684,0.8947368421052632
FyfQhvu-JXmkX8l1KgzT8w,0.02,0.3333333333333333,0.6666666666666666
JIn_WG_o8wkc0R6uY5KVRw,0.0,0.0,NaN
eknhlNLKAHlMUBT05rnfBw,0.0,0.0,1.0
rXkDEUaVzYrg_kZqn0H_rQ,0.04,0.2,0.8
aRub-nsvr8bxFfpxsybcrQ,0.0,0.0,NaN
W5cwxNwGiZJd393PCDQEvA,0.02,0.2,0.8
biwNJEk-AHVSyRkrQK8c9w,0.0,0.0,NaN
-eBkx1Hl2A40GZAaZvXR1Q,0.0,0.0,NaN
yJH888Py0bBYY1K9Kuq5Eg,0.0,0.0,1.0
fnaTT62QH1PeDnnOLdODgw,0.01,0.07692307692307693,0.9230769230769231
ulmtc7zBt0aGPObNjjG0Jg,0.0,0.0,1.0
sRi2bYXjK4MsE_wE8PnSAg,0.0,0.0,1.0
tM84r9rP7XTjX4SnRzviMA,0.0,0.0,NaN
_fGju43E8HBbNbvRwT0JfQ,0.03,0.1875,0.8125
-ow5Msh2NOy6cpYBQSFKOA,0.01,0.14285714285714285,0.8571428571428571
MhbjMiuR74hpqgrjdlZmoQ,0.0,0.0,NaN
u0JoB0Vm1ZhwF8nysxPnfg,0.0,0.0,1.0
w10NhKC5FShn8iZzm6QfmA,0.0,0.0,1.0
EfGC2QTeePSn3-NhObhRcg,0.0,0.0,NaN
OPN-dDUBkH7uH-G8nOnskg,0.0,0.0,1.0
1BcNXW9_Y16TIofPVpFqIA,0.01,1.0,0.0
HNqXNnPIs_YUwaWPhneJMg,0.0,0.0,1.0
dZbFtvD311Vfa8CqsH0jzg,0.0,0.0,NaN
N1OHFWHQ9YI3u4UHMW12iQ,0.0,0.0,NaN
an-ijVpGQxgiOBX9qTBOyQ,0.0,0.0,NaN
FX7BjzTJAuCAul1eXyRWqw,0.01,0.1,0.9
a5LzjPrEL-Sj5BfHr8xxRQ,0.0,0.0,1.0
lC97Y25jUV0DVCCAtR5rkQ,0.01,1.0,0.0
xD0JannNy9S_qABQXeMMVg,0.0,0.0,NaN
ExI15M-oXjHcF42-G1xv9w,0.0,0.0,NaN
sAfZFkKIMe6ZTifV8eEbAg,0.06,0.6666666666666666,0.3333333333333333
94HchNwPr69BdrF0On9uKQ,0.01,0.16666666666666666,0.8333333333333334
gC-q7wKAm1Lies3UrZOfhA,0.01,0.058823529411764705,0.9411764705882353
yMI4vNI5CWoJWmqjxJRD1A,0.0,0.0,NaN
PVAUoz3zppaeT-NFhXSi4w,0.01,0.125,0.875
57Hg2ad5RO6OjIzwT6lPQw,0.0,0.0,1.0
yLt281iJiskFXU_WfGlKGg,0.0,0.0,NaN
nTXRvzntmRapSbEcuzKDLA,0.01,0.3333333333333333,0.6666666666666666
st5rpCdvHaBJ6XW7axsRfA,0.0,0.0,1.0
QiyvjCMCGhqscz26JcfEkw,0.0,0.0,NaN
I1vJAnZ3-hUcD9gE8m00_g,0.01,0.3333333333333333,0.6666666666666666
zwhty_ZmxbHAHoDfMjNbag,0.0,0.0,1.0
_R01htXQGDqEmPdHtBOTVQ,0.0,0.0,NaN
4m66tpqKs8JmoA26vB5xpQ,0.0,0.0,NaN
gVmUR8rqUFdbSeZbsg6z_w,0.01,1.0,0.0
FFv0W5YQrROPyjZiRfyrHw,0.01,0.07692307692307693,0.9230769230769231
G5vpnTThIa7Vbjbu7zWQZA,0.02,0.09523809523809523,0.9047619047619048
v1J-SyDCnvKeCV6r4d6LfQ,0.0,0.0,1.0
wku4DoyLzZBnPV-ZOKwojg,0.0,0.0,NaN
YfvMjY-G6y86Ov2tS5Txww,0.03,0.17647058823529413,0.8235294117647058
WFN-sUvDzJz9Ip5lxEBJSA,0.0,0.0,NaN
Px-MM19TiouT8uAO3MjoQg,0.0,0.0,NaN
RROLYsQezNa4ddSapS8uEQ,0.0,0.0,1.0
ISon7pJ4zS1RMk7e9qwJZQ,0.06,0.42857142857142855,0.5714285714285714
ZrXRSkZPASfFhmF98eQtrg,0.0,0.0,NaN
uqJ0kCrmZOEZzbt4qV3ODA,0.0,0.0,NaN
HPuTCCL4W3u5sxrbBFu9YA,0.0,0.0,NaN
glCPfEqLkikL3vFmBcQfTg,0.0,0.0,1.0
7EQpjlBtE3gTLn0sCmg3-w,0.04,0.4,0.6
0UU3JV2Od0sc5CyWWfcU5g,0.03,0.21428571428571427,0.7857142857142857
U_Ne8BOcLn1iWBgInHVzEQ,0.0,0.0,NaN
0mvmUHuGQL2kRRkX14CkTw,0.0,0.0,1.0
zlFj4sJmPwzS1WdEB0FnFQ,0.06,0.25,0.75
eKqnE-38y3aVzgECIzQksg,0.02,0.5,0.5
haAd9CALJ0hOuIXIDcCloQ,0.01,0.16666666666666666,0.8333333333333334
SkeqMYpoLPJZ2_gqkpKN7Q,0.01,0.2,0.8
llrFg3YBq7mEuBGnGVOGpQ,0.0,0.0,NaN
SrF972IxsELYQ3eaWB5X4A,0.0,0.0,NaN
bMGV0Vug7sv5jUOn_DjU4Q,0.02,0.2222222222222222,0.7777777777777778
VQhvTClcf_Wcxm0Ei4GpqA,0.01,0.125,0.875
fT-2znDqidFvpeuzblEXVg,0.0,0.0,1.0
EBDWVh0sE3HgiqgMuXBsuQ,0.02,0.2857142857142857,0.7142857142857143
lROh5HIO2jd2VhDOp8yO6w,0.0,0.0,NaN
USG1wkzku03asNV8TQZetw,0.02,0.25,0.75
4rpWrd3vO-KlKpXUaNii_w,0.0,0.0,1.0
BmipmKVTx37gpfPzK7eU4A,0.0,0.0,NaN
XT2PFiGrgNwB5ZmgbJlelw,0.0,0.0,NaN
A2JGzkvNjckSmps_4FbKWw,0.02,0.25,0.75
ZXSNzKI638WQ3x5iKgM-ug,0.03,0.15789473684210525,0.8421052631578947
bhJ6ivAuSpgXP4JiKWjSZQ,0.02,0.09523809523809523,0.9047619047619048
mIysRk_cJ5K_BMZ-r06TFw,0.0,0.0,NaN
R1o7fAUOM_CWKBcQY8bbkQ,0.01,0.5,0.5
k4wdyggPb3eCcPxK9DVcdg,0.0,0.0,NaN
6z1vdpcrk0HVGhkr4yPYNw,0.0,0.0,1.0
BxV2pTVmYCW15gSZAPMFKQ,0.0,0.0,NaN
oGQnKOBNrwERM-MLLfpyGA,0.0,0.0,1.0
dG26G-NM15zU_mdUkgLsJA,0.0,0.0,1.0
0qWgfjxEUdcJqOnkb3KmJg,0.0,0.0,NaN
TcftfHJS6IECjmLudxxgnw,0.02,0.16666666666666666,0.8333333333333334
dz7izpJ1dOlaOKbsqF6j2w,0.0,0.0,NaN
2nk5FF5OuGO6sLpZMREY5A,0.02,0.125,0.875
ZbeknMQQmKosOCRhu9utHg,0.0,0.0,NaN
IC6j_3C7-LuOjEcHN-OHVQ,0.02,0.25,0.75
imYDUE0xF4-GsNdKwKlB0A,0.0,0.0,NaN
K4G6ejcB-Tha2V2W1QUJ-Q,0.0,0.0,1.0
5uiCy0vSIknuDEHc7yHRkw,0.0,0.0,NaN
PufQ0bMCOGdgyAnfnCdMxg,0.0,0.0,NaN
kRYC4aTTMgZJgEhlRiyXYw,0.0,0.0,1.0
HZ51EXmBRhOxa05FO79Tgg,0.0,0.0,1.0
bdXsGvf3k-GFGETQSa68ng,0.0,0.0,NaN
R8XGiSYNv4aTzy1fHUyRyg,0.0,0.0,NaN
L9Q0vuwSCNN49XrgTe28qw,0.0,0.0,NaN
uZV0neUr5NefvU4o3NZBPw,0.0,0.0,NaN
ZzxfIQRL7AssuXzepfjsVA,0.06,0.2608695652173913,0.7391304347826086
bK2s6N5-bkfksDK4va2Aag,0.0,0.0,1.0
1Abim1rEz1A5qhhde51cDQ,0.0,0.0,1.0
A7RuDsDo-Gee66gyh4sEUg,0.0,0.0,1.0
Wu8SwJ59jjRjlctbdoczVg,0.0,0.0,NaN
hTXv-18R-ih8zJYz7wyu_g,0.0,0.0,NaN
_0bpfpVYYbnqN_NBJNXudQ,0.01,0.5,0.5
YORJi2JtQg5Mo4nmKOXzag,0.0,0.0,NaN
V7B4KTBitlBs9YH_B00-9Q,0.02,0.25,0.75
juLlBJ6SQMyMLxPLczZxNA,0.0,0.0,NaN
xGG75UW-MY-HOwXzuEkOnw,0.0,0.0,NaN
Rw4Q9-0JKZkBr5KUekWfkA,0.0,0.0,NaN
dwsftto-NyQATKmJIhz8pg,0.0,0.0,NaN
Ko42ibT0BW_3jsQmoZMRSg,0.03,0.16666666666666666,0.8333333333333334
8959F5stCzJWI_I7dgxurg,0.0,0.0,NaN
PL3DlMTkqrC_TwDsUhNzwg,0.01,0.14285714285714285,0.8571428571428571
2-XLTj0Cfd81_XlmHo02Aw,0.04,0.21052631578947367,0.7894736842105263
JJzNjlYtnmlzOVsl5adowA,0.0,0.0,NaN
QwzC00t-pJWBje3Lk7BvaA,0.01,0.2,0.8
A0j21z2Q1HGic7jW6e9h7A,0.03,0.3,0.7
Oay68SoCl5BcM4XAbt47zw,0.0,0.0,NaN
yuAh44PQDYCawKimm_t3BQ,0.0,0.0,1.0
fRclDad6qMwgW_l3jtRqig,0.0,0.0,1.0
jrqE4Jx-boDAxj4X7CLStQ,0.0,0.0,1.0
XVAZ5QiFWD0qVqSr1E1UWw,0.0,0.0,1.0
ICw4trkmmulxI-SwmY0yiQ,0.0,0.0,1.0
ib_ZTEwlCyz7xUCNXfmv_g,0.06,0.25,0.75
vG6v8M5j8Um60MgDBeYzDQ,0.0,0.0,1.0
jyz8-hAPGRjurBVp9DST9A,0.01,1.0,0.0
KxGeqg5ccByhaZfQRI4Nnw,0.02,0.125,0.875
m35ODBrr76JYr20nxoMg_w,0.01,0.3333333333333333,0.6666666666666666
NgLbuuf543O5fyRMdgbTmA,0.01,0.16666666666666666,0.8333333333333334
J7vyVjbpw9FH-CrC0NH45Q,0.0,0.0,NaN
l2BRqPLJAthlZXW6Te0CUg,0.0,0.0,NaN
0bzu2z06rqOCvwYxtGOe0A,0.02,0.18181818181818182,0.8181818181818182
D9patliQtlm646P_fyiCaw,0.0,0.0,NaN
rYgqy7usKjKYEHLKGi28ew,0.01,0.07142857142857142,0.9285714285714286
ByYHOTBYGKWK06lJoHzy_w,0.0,0.0,1.0
FmikGD1_zt04EcFFZr-ctQ,0.01,0.5,0.5
NxOQjMqwYXpwWqJTkZ8uGQ,0.0,0.0,NaN
c6Ia--JUuWEK4nhu5NuPrA,0.02,0.14285714285714285,0.8571428571428571
XwcNgKLd_p1ug5wiK5H9LA,0.02,0.08,0.92
XKkKEn_mo19vrM0vVIXiEQ,0.01,0.16666666666666666,0.8333333333333334
qE9KTZu71vaOjcJ-N9V3nw,0.0,0.0,NaN
-iuUaoQXVoXJZNfEUKsQHw,0.03,0.6,0.4
Y_2jMUKz6pvJ0JSWG3u10A,0.0,0.0,1.0
p82Oi8n25KffU7SV5yyYzQ,0.02,0.125,0.875
V74paj6Zok4DvGnciFEZMg,0.04,0.13793103448275862,0.8620689655172413
WGrtNo3jJx8Rlk9HcgOIWA,0.0,0.0,1.0
gru76BjkRY6UQVcw_yAxiQ,0.0,0.0,NaN
WY68HsTtbRPqdZpKEQTobg,0.0,0.0,NaN
G10ZWrbL6xT-2CK1UxczbQ,0.01,0.14285714285714285,0.8571428571428571
gIWzYF7HQ8FPhPZ8e1xhuA,0.0,0.0,1.0
QJI9OSEn6ujRCtrX06vs1w,0.0,0.0,NaN
0xiRPjXDZks1pBVwhfJt2g,0.03,0.1875,0.8125
noG6Ly8wqvfrD8zb5vQ36g,0.03,0.12,0.88
Rove-_SK-PAezQPQS7cnaQ,0.0,0.0,NaN
91TB-gzcNyxFh46TL0pmnQ,0.0,0.0,1.0
0HPD1oZnIwRnPhzqio2j3Q,0.03,0.21428571428571427,0.7857142857142857
g1P3KlkiA3MUwt4Pvm0SXA,0.0,0.0,1.0
vAnd-dJ9fbrFu-lIaht6CA,0.02,1.0,0.0
siVtjO8xrSxbrK-zqXCGew,0.03,0.5,0.5
pQdIIsbV5dGOVz_kWfMRTw,0.0,0.0,NaN
8WE7H_NvgM7V6IA7Ro3Prg,0.01,0.3333333333333333,0.6666666666666666
3Gx7T1tC5YemGKIGizLBoQ,0.0,0.0,NaN
y4p5uo_4_Xzlsr4N9FauvQ,0.01,0.5,0.5
DGR6BUVAm8jW7zxdmEQ7DQ,0.06,0.2608695652173913,0.7391304347826086
Jhl62zVf7JxUDdpS-WjqjA,0.02,0.13333333333333333,0.8666666666666667
rMo5Nit2kWPWtOjByEQc0A,0.01,0.3333333333333333,0.6666666666666666
ia3kezgvnboBaiv13WUuhA,0.0,0.0,NaN
iqpSkSV9MwscDuwBNMfTGQ,0.02,0.25,0.75
aCiaqNVF96Lvw5bDEGbCHg,0.0,0.0,NaN
LUTiF1sD99N6yAmdZywA1w,0.0,0.0,NaN
UJJYM5ZFG0imgJU9wQUuEw,0.0,0.0,1.0
WfZFj0OH9tuOdxEfSaM1vA,0.06,0.21428571428571427,0.7857142857142857
HhVNG_1NOEyxfxudd6TSCg,0.0,0.0,NaN
TOxBGs3yzAsh5BMp1W8tiw,0.0,0.0,1.0
3cKi8BNKJT1OsWYMY4EivQ,0.0,0.0,NaN
GiQ2F7ociTqGTrcL6kLpAw,0.0,0.0,NaN
cqDBxzGz-fcN9A7IA-7Wdg,0.0,0.0,1.0
ens0W1AzB5ogdKSaTVd38g,0.0,0.0,NaN
keQE5jr6dgAiJGzrpYdnYw,0.03,0.16666666666666666,0.8333333333333334
Hqz_L-q1Ax34ihdSMIyB4A,0.0,0.0,NaN
U2mvQs4GS3FMgMwUqCHhDA,0.0,0.0,NaN
iZ3nHZJG_m4yZf0QR7uL5g,0.01,0.5,0.5
U0PtdIN508sn8RVJ4Mcs6w,0.0,0.0,NaN
lkL08PpUBHuKGxgyigmNZg,0.03,0.12,0.88
pTUh580nYtGi5Go0U0iI7w,0.0,0.0,1.0
-tBJZffckiQC6zhPlwVpVQ,0.0,0.0,NaN
TnRcGRybKUR5phkN7Es3jQ,0.0,0.0,NaN
CEoMgtYwcskmU6VOeDAwVw,0.0,0.0,NaN
u4JhbOgkqMa8on8UktsMNA,0.05,0.2777777777777778,0.7222222222222222
MAmijW4ooUzujkufYYLMeQ,0.03,0.5,0.5
WpB1sCVDNwQGa0v6u_aZpw,0.04,0.3333333333333333,0.6666666666666666
DGI7LT4-fmllzJZl-OhklA,0.0,0.0,1.0
qDCMUmZktIft-UQwuuP6yQ,0.0,0.0,1.0
1iO70fabuVpCYcOXVq1Ejg,0.03,0.16666666666666666,0.8333333333333334
HjF-0IriUUy4voW41vYMYg,0.0,0.0,1.0
-znBbADZqQ_30bWe6o6rKg,0.02,0.3333333333333333,0.6666666666666666
A0DoQYVztRnqJBmUXMWq9w,0.0,0.0,NaN
wJgtf18VKKZq9A6ZQUybQw,0.0,0.0,NaN
_x7j_RerBqaXgNkVuT4CHw,0.0,0.0,1.0
rZwAyWdColv0XQu1VAMpPQ,0.01,0.1111111111111111,0.8888888888888888
8DX3pBJt96HqRxV8ACLdYA,0.01,0.2,0.8
LRh7vAnTwvlO0yHP12rxRg,0.02,0.5,0.5
XMy-OTpVY8O1L-8w1zOKcw,0.0,0.0,1.0
PAeEkjrXTub0ENa4rZiWvA,0.0,0.0,NaN
cty-VP-wvpUbsa-nPGc1CA,0.0,0.0,1.0
wqcO86hX2t2X9MsDIsIwnQ,0.0,0.0,NaN
Jk30FjOKfjGDI7dWKRHO5A,0.0,0.0,NaN
KMQ-5KpTWIheGxlCOzowWQ,0.07,0.15217391304347827,0.8478260869565217
RTz_E92YRqSdtbNmd-yxoA,0.0,0.0,1.0
rtV9sxOl8dbmsE31rj5DpQ,0.0,0.0,NaN
AKoiOKJrU-ZF4DHvUwsPVQ,0.0,0.0,1.0
HLTmDvYNQpOW_MG6mm5NvQ,0.02,0.15384615384615385,0.8461538461538461
9VLv4NZCIpX2JBTfAV-vSA,0.0,0.0,NaN
8DGFWco9VeBAxjqsuh1aSw,0.0,0.0,NaN
nQBNZFwjKlOXgHcUBW8Q_w,0.01,0.5,0.5
E_epad6UlUKXtm-X0us1Kg,0.0,0.0,1.0
6izI9Z_gB0nTjv342SBw9Q,0.0,0.0,NaN
ikvxr_lwsyBKmp4SH9FboQ,0.02,1.0,0.0
tm-O-2D0mRt2mSwo6odOZw,0.03,0.14285714285714285,0.8571428571428571
RaNkWBMywhBqCZOQWSN_SQ,0.0,0.0,1.0
uFY5tZjQ7jSa6mL2BFpdGw,0.0,0.0,1.0
tkj5cwIPLlJstisrVzpAZw,0.0,0.0,1.0
3ItZMmWMLA-enY2yQY0tAA,0.0,0.0,NaN
3I_OBb_XmA26Ciahq7C8lg,0.0,0.0,1.0
pYHks0OTMOke-A1ZdK5WsQ,0.03,0.3333333333333333,0.6666666666666666
DMHPVjHKaUStUBMPH2TjNA,0.0,0.0,NaN
J1yNYAjojpD_KpocG-W3KQ,0.0,0.0,NaN
a-x7UEB0pREhblYRP1Cj-g,0.01,0.5,0.5
f_cFLh1ecmYjd1yeo-93-w,0.02,0.2222222222222222,0.7777777777777778
3lUEQb9TIxOeAUtvgh7p8w,0.01,0.09090909090909091,0.9090909090909091
_jjbwHWLFA5GjWFWGLj4ZQ,0.01,0.3333333333333333,0.6666666666666666
c0VLfFUo2PRzCdiMfVZi3A,0.0,0.0,NaN
we_ONmXR0wP5-Ejx9AbIAA,0.0,0.0,1.0
4d13xAX2jp2EbGF8I9eZZw,0.08,0.23529411764705882,0.7647058823529411
JEDRhFdrscbsWierJA0-jQ,0.0,0.0,1.0
7ZvbRuDAkIIvi_KSt2GoQg,0.0,0.0,NaN
WJKocp9RE0KatUwh3_DkGg,0.0,0.0,NaN
sZCDmgrGyvHTrAha08KqDA,0.0,0.0,1.0
4Bn-2V-Mp3I3nLGkdI3J-Q,0.0,0.0,NaN
2LLO9HbhgUULhctJpFSqJg,0.0,0.0,1.0
JmhVFueYvJe0CsUddwuajw,0.0,0.0,NaN
ZjaNE5PtYk8j2K1kOpr2Ig,0.01,0.09090909090909091,0.9090909090909091
mzHRaYLoV-lwX79HghP6lw,0.01,0.25,0.75
s95vx3xjemGYd5qdZgRX4w,0.01,0.07142857142857142,0.9285714285714286
0juzbrgcLHqobdK-OZAyiw,0.01,1.0,0.0
1M7OF3y5XJ_VxcIurJdIUQ,0.0,0.0,NaN
DquHHYio5bIqZ5vQlC95_w,0.01,0.09090909090909091,0.9090909090909091
IpM81U2LL96T9lT4hpx31A,0.01,0.5,0.5
U8LUyd8gYns7IIRmXIzPbA,0.0,0.0,NaN
CYermXzVz9xmpwDM26vS2A,0.0,0.0,NaN
PcvbBOCOcs6_suRDH7TSTg,0.07,0.3181818181818182,0.6818181818181818
wwdamcY73iJTyhl-3gGOJw,0.0,0.0,1.0
BMd9p4g8BSJDhrDi3SZE1w,0.0,0.0,1.0
i9qCsgl81_CMsnMuc67hqg,0.03,0.05084745762711865,0.9491525423728814
bfwTv9DohP2owQ8V5ZxfhQ,0.0,0.0,1.0
iEjUvGtuapZmG7rj1PvpeQ,0.02,0.2,0.8
Q6iiwjxWCfesMNz2sJYHZw,0.03,0.1875,0.8125
Y-aeqCKNf7RQvVBZw6oCkQ,0.0,0.0,NaN
76xCM0ZGFUE0dmQxm_O-mg,0.03,0.375,0.625
rTP_xCgLW691is5U9Pw3OA,0.0,0.0,NaN
N-Sy8I9byR2Q2gTI99nKxQ,0.0,0.0,1.0
9UWmnhMdGqEM_LfO5QEUGw,0.05,0.2777777777777778,0.7222222222222222
vwi68eg4bmJHMSYq3jP2OQ,0.02,0.3333333333333333,0.6666666666666666
fJzCzO5iquW1qs9b7f2rgg,0.01,0.3333333333333333,0.6666666666666666
9Sc7vPSSdC4-Kkm1uzB57w,0.07,0.13725490196078433,0.8627450980392157
5NDk-q5mv8PIDvz83HwMVg,0.02,0.18181818181818182,0.8181818181818182
kIV04ZOFnyLcK93XUQh7eQ,0.03,0.5,0.5
kJsMFBdQ_Do67u3lpvaujA,0.0,0.0,1.0
tCbEkK11lnqeaNVkhlurrQ,0.03,0.14285714285714285,0.8571428571428571
6jz_Yr6_AP2WWLbj9gGDpA,0.02,0.09523809523809523,0.9047619047619048
9ovtqLdQU-kv2U7BWpdbcQ,0.01,0.25,0.75
zcDVJ2FLanBw3ZfT_zpL-A,0.0,0.0,1.0
8vFdPfwvSrRriEzuRHLQDg,0.03,0.2727272727272727,0.7272727272727273
JLSHp3IirhSRd1Esf9V0GQ,0.02,0.3333333333333333,0.6666666666666666
UedTLWb7nCVJHiZkuBs2iQ,0.0,0.0,NaN
zEBjQm_S26TI1Etpvie9sw,0.0,0.0,1.0
ySOWHay3yeaadfuXOuagMg,0.0,0.0,1.0
oGbCU5YDQpxNXXCcU55TzA,0.02,0.15384615384615385,0.8461538461538461
7SFUWbb33dOR8lmO51h3dg,0.0,0.0,NaN
h1mn5DaKLOinuif6XrbRtw,0.0,0.0,NaN
xovKY9oB8s-NjKz_I1RpHQ,0.0,0.0,NaN
PsMejLu0T73PnFvKU8AICA,0.0,0.0,NaN
KBSFwLHntHwf0e28a94ckg,0.0,0.0,NaN
k7J0CjxFoxdSayhlDE-k7w,0.03,0.13043478260869565,0.8695652173913043
IG1VyLxK2lf6ciAUMDCSFA,0.03,0.1875,0.8125
LiYTbjMx1reOO_53W93L8w,0.0,0.0,1.0
Rnwsdjuac1Grtp14GVPWxg,0.0,0.0,1.0
be4Y79c85n3Dk_TlssM08Q,0.01,0.5,0.5
K4tFS6tuMGMIoq0rXYB7Xw,0.02,0.2,0.8
w3_2VsXeVZZLn8kSo38BDg,0.0,0.0,1.0
rXDqOtMie36VjQMLQdwHsA,0.04,0.26666666666666666,0.7333333333333333
TZn-Q7UFMo3Cp6zx4MGVDg,0.0,0.0,NaN
8wgT6-ixwqmkX8EJWu8PBQ,0.0,0.0,1.0
2VRkBZBS5FO_N7yBRWfaLA,0.0,0.0,NaN
Ip1Uwju75i4T25px35cMdA,0.0,0.0,1.0
2HoYHTUjWfmY3vHruQlDhw,0.0,0.0,1.0
nR4ycs_4uYAfuJoSKPGHHg,0.02,0.2857142857142857,0.7142857142857143
RBZ_kMjowV0t6_nv2UKaDQ,0.0,0.0,NaN
6xGTlUEbAe0ZgEP7T11r2Q,0.0,0.0,1.0
R5WcogaoAwjdHxrB2v5NsQ,0.01,0.16666666666666666,0.8333333333333334
Co7QP52iTvWZpf_ADYCNyA,0.0,0.0,NaN
cUm4cz5j-DldkU2sp5KJFQ,0.07,0.25,0.75
F0Oco8PiWbkM3INpbIh1Pw,0.01,0.125,0.875
gH3JDpHQfVcMEGaAaCJPjA,0.0,0.0,1.0
sYQyXDjGaJj7wfaqz5u8KQ,0.0,0.0,NaN
VPzbCGojG9z4GGR-cDQsYA,0.0,0.0,NaN
Gfxb_D1k8tueAoGn4cseoA,0.01,0.045454545454545456,0.9545454545454546
lvzVuPBCjPDgJS8AmBpaDg,0.05,0.29411764705882354,0.7058823529411765
maK3UBQczh33NuDjBYeHrA,0.03,0.3,0.7
pKQNzgvP7308OFHvXqzD8Q,0.0,0.0,NaN
uluHjQdwAlwzeJgsKvh-MA,0.0,0.0,NaN
pNOST_hTkcZzr4nsx_oYQQ,0.01,0.3333333333333333,0.6666666666666666
UINeEDzOcOgagPNvP40Daw,0.02,0.125,0.875
TwOf4tXgPPMgCHWgRnDgjA,0.0,0.0,1.0
_k3o_AKj-S9JD0q6AhSXdw,0.0,0.0,1.0
o1hdVCYTWCTHEQZbmVT8Jw,0.03,0.16666666666666666,0.8333333333333334
U8m0BamO3PIF29QoLjGFhw,0.0,0.0,NaN
s76BDmBx_8kcxGFDiU6k_g,0.03,0.058823529411764705,0.9411764705882353
FK3g2tguRq0Bqd9yLJBIeA,0.01,0.2,0.8
uBZ3u1NuNQzkELznJphJsw,0.02,0.15384615384615385,0.8461538461538461
_jYEC7fvqTxu5R2jhk_NDQ,0.08,0.2962962962962963,0.7037037037037037
b3W6QCbEQYMNM19N_12sXQ,0.0,0.0,1.0
4W-ZU-E82HWWUNNk9tfN6g,0.01,1.0,0.0
qWdQo-s7zAOwLS9W0MxTgg,0.0,0.0,NaN
_uOQ0tNajYlEx1eWMRJ_jw,0.02,0.125,0.875
beAvR9wBY67czDtDkjVXsg,0.0,0.0,1.0
RE3U5iVjoZ5jcBZev_Y7tw,0.0,0.0,1.0
BqE21d_vGACZFU2U8dCRSw,0.0,0.0,1.0
BEgwL_ce-Hs7AIHq2ljk3A,0.01,0.25,0.75
3h3qmd0qgTA_-hnlcCodFw,0.0,0.0,1.0
qNs71Qs7fOGQ-Mod-8ZL1A,0.01,0.125,0.875
luoKlcUmIIVPpHxXt4LRMQ,0.0,0.0,NaN
KKZH45QAT6-nJJjvnUFHdA,0.01,1.0,0.0
_yXm8kPkmtFWtr25XH7XNw,0.0,0.0,NaN
-xm3IeMDHrl6OJG6r7GRiw,0.0,0.0,NaN
9PZKQuLC5lUs0rJBbWOvjg,0.04,0.18181818181818182,0.8181818181818182
ayHvt_WaKGO44oe6BbgSsA,0.02,0.125,0.875
YvqFcX5s0cHhqAFrXvNOHw,0.03,0.21428571428571427,0.7857142857142857
foDSVja3cCgCoLDzilpyTw,0.0,0.0,NaN
Td4sUPBkcuKHxH3OH2bP2A,0.0,0.0,1.0
zSwb7qNpSgU3ekHMpiHsOA,0.0,0.0,1.0
K9K7F-mOzEXzTn3nkxhyaw,0.0,0.0,NaN
pL4NhW3rTokFr-CQh3Lzgg,0.0,0.0,NaN
3mjXVXPwVGwAKxoGR4Rxtg,0.0,0.0,NaN
sjWvk3DZapZ-9ULAFtDmYw,0.0,0.0,NaN
98n8K9brl0Dc8TocyuD1bw,0.01,0.5,0.5
d_fc9n5mQFFdoUxrOSeMAQ,0.0,0.0,NaN
2zOXdbLjhFkcXSqpyhYBnQ,0.01,0.5,0.5
